Título, Ano, Proposta, Mercado 
Pagaille à Versailles,2012,"Educative message broadcasting
Informative message broadcasting
Marketing & Communication message broadcasting",Culture & Art
L'en-jeu professionnel,2012,"Informative message broadcasting
Storytelling","State & Governement
Education"
Mon coach ABP,2012,Informative message broadcasting,"State & Governement
Education"
s Mimi ùn de Leo,2012,"Educative message broadcasting
Training
Storytelling
Licensed title",Education
La bonne route,2012,"Informative message broadcasting
Training","Education
Ecology"
The Blood Typing Game,2012,Educative message broadcasting,"Healthcare
Humanitarian & Caritative"
Mon entretien d'embauche,2012,"Informative message broadcasting
Marketing & Communication message broadcasting
Training
Storytelling",Corporate
Generations,2012,,"Entertainment
Culture & Art"
WonderFNAC,2012,Marketing & Communication message broadcasting,Advertising
AI-SICS,2012,Training,Healthcare
battle kid,2012,Informative message broadcasting,"State & Governement
Humanitarian & Caritative"
"Pleasurehunt 2, Magnum",2012,Marketing & Communication message broadcasting,"Media
Advertising"
Asthmaclic,2012,Educative message broadcasting,Healthcare
Ingress,2012,Marketing & Communication message broadcasting,"Entertainment
Media"
La Bataille de boules de neige,2012,"Marketing & Communication message broadcasting
Goods trading",Advertising
A Cat's Night,2012,"Informative message broadcasting
Storytelling","Ecology
Humanitarian & Caritative"
UWB Wetlands Restoration,2012,"Educative message broadcasting
Goods trading","Education
Ecology"
Marie-Antoinette et les disciples de Loki,2012,"Educative message broadcasting
Storytelling","Entertainment
Education
Culture & Art"
ASPIS Sustainability Game,2012,Educative message broadcasting,"State & Governement
Education
Culture & Art
Ecology"
MD Advisor,2012,Training,Healthcare
Ecotype,2012,Informative message broadcasting,"Education
Ecology
Politics"
Imperator,2012,"Educative message broadcasting
Informative message broadcasting
Training",Ecology
Au défi,2012,Educative message broadcasting,Education
human defense,2012,"Educative message broadcasting
Informative message broadcasting","Entertainment
Healthcare
Education"
Inspiratio,2012,"Educative message broadcasting
Informative message broadcasting",Healthcare
Mundaneum,2012,Educative message broadcasting,"Entertainment
Education
Culture & Art"
JK Adventures,2012,Marketing & Communication message broadcasting,"Entertainment
Politics"
100ml Dash,2012,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Clever Dick,2012,Marketing & Communication message broadcasting,"Entertainment
Advertising"
On the Piste,2012,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Moraba : The Gender Violence Game,2012,"Educative message broadcasting
Informative message broadcasting
Training",Humanitarian & Caritative
Botanicula,2012,"Educative message broadcasting
Subjective message broadcasting
Storytelling",Ecology
Diagnostic En Urgences,2012,Educative message broadcasting,"Healthcare
Education"
in trader'shoes,2012,Training,"Entertainment
Corporate"
Municipal pursuit,2012,"Informative message broadcasting
Marketing & Communication message broadcasting","State & Governement
Politics"
Curiosity,2012,Subjective message broadcasting,"Humanitarian & Caritative
Scientific Research"
Simulateur d'entretien de recrutement APEC,2012,"Educative message broadcasting
Informative message broadcasting
Training","Education
Corporate"
B.O.N.D.,2012,"Educative message broadcasting
Informative message broadcasting
Training","Healthcare
Education"
My Baby Online,2012,"Educative message broadcasting
Informative message broadcasting","Entertainment
Healthcare
Education"
they breathe,2012,Subjective message broadcasting,"Entertainment
Politics"
Deuxième souffle,2012,"Educative message broadcasting
Informative message broadcasting",Healthcare
Planet ÏD,2012,Educative message broadcasting,"Entertainment
Education
Ecology"
Datadealer,2012,Informative message broadcasting,"Entertainment
Education"
Impulse,2012,Educative message broadcasting,Scientific Research
Patch The Legend Of Zelda: The Wind Walker,2012,"Subjective message broadcasting
Storytelling",Politics
The Republia Times,2012,"Informative message broadcasting
Subjective message broadcasting",Politics
Survive125,2012,"Informative message broadcasting
Subjective message broadcasting",Humanitarian & Caritative
You are blind,2012,Informative message broadcasting,Humanitarian & Caritative
Cool Food Planet,2012,"Educative message broadcasting
Informative message broadcasting
Storytelling","Healthcare
Ecology"
T sport,2012,Educative message broadcasting,"State & Governement
Healthcare
Education"
Méthode 6C,2012,"Educative message broadcasting
Informative message broadcasting
Marketing & Communication message broadcasting","Education
Corporate"
sarcoptes invasion,2012,Educative message broadcasting,Healthcare
La chambre des merveilles,2012,"Educative message broadcasting
Marketing & Communication message broadcasting
Storytelling",Culture & Art
La Maison de Loupy,2012,Educative message broadcasting,Education
SuperMaire,2012,Informative message broadcasting,"Ecology
Politics"
jeu de loi,2012,"Educative message broadcasting
Informative message broadcasting","State & Governement
Education
Politics"
Cloud Control - futurecad,2012,"Informative message broadcasting
Training","Ecology
Scientific Research"
Florence : transfusion sanguine,2012,"Educative message broadcasting
Training","Healthcare
Education"
Deviens Cinéaste !,2012,"Educative message broadcasting
Informative message broadcasting","Entertainment
Education"
Goodgame Empire,2012,,"Entertainment
Military & Defence"
Tamagocours,2012,Goods trading,Education
Eye surgery,2012,Training,Healthcare
Deploy and Destroy,2012,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Baby Run Rizlac 2,2012,Marketing & Communication message broadcasting,Advertising
Fraxinus,2012,,"Ecology
Scientific Research"
Décrire la matière,2012,,"Education
Scientific Research"
Le défi des batisseurs,2012,,"Education
Corporate
Culture & Art
Scientific Research"
Who Wants to Live a Million Years,2012,"Educative message broadcasting
Informative message broadcasting",Culture & Art
AcademyIsland,2012,Training,Education
FORD,2012,Training,"Corporate
Scientific Research"
Tam Tam,2012,"Educative message broadcasting
Goods trading","Humanitarian & Caritative
Scientific Research"
Dumb Ways to Die,2012,Subjective message broadcasting,Advertising
BABADUM,2012,"Educative message broadcasting
Training","Entertainment
Education
Corporate"
[invalid] $uperflu fight,2012,Marketing & Communication message broadcasting,"Media
Advertising"
Habit RPG,2012,Training,"Entertainment
Healthcare
Education"
T sport,2012,Educative message broadcasting,"Education
Culture & Art"
Passeur de mémoire,2012,"Educative message broadcasting
Storytelling",Education
Le parcours dune loi,2012,Educative message broadcasting,Education
SYMPTON SCENES,2012,Educative message broadcasting,Healthcare
Sciences Express,2012,"Educative message broadcasting
Training",Education
EyeWire,2012,,"Healthcare
Scientific Research"
Bee happy,2012,Educative message broadcasting,"Education
Ecology"
Reprises VO,2012,Training,Corporate
Hammer & Planks,2012,Training,Healthcare
Who wants to live a million years ?,2012,Educative message broadcasting,Education
Enigmes à Versailles,2012,Informative message broadcasting,Culture & Art
PILI POP,2012,Educative message broadcasting,Education
Les chants des oiseaux,2012,"Educative message broadcasting
Informative message broadcasting
Training","Entertainment
Education"
Euro kids' corner,2012,"Educative message broadcasting
Informative message broadcasting","Entertainment
Education
Politics"
Medrills,2012,"Educative message broadcasting
Training",Healthcare
Math Snacks Gate,2012,,Education
Math Snacks Game Over Gopher,2012,,Education
Luka et les copains du Brésil,2013,"Educative message broadcasting
Informative message broadcasting","Education
Politics
Humanitarian & Caritative"
Sim City EDU,2013,"Educative message broadcasting
Training",Education
Half The Sky Movement,2013,"Educative message broadcasting
Informative message broadcasting
Storytelling","State & Governement
Education
Religious
Humanitarian & Caritative"
SMART GRIDS,2013,Educative message broadcasting,"State & Governement
Education
Corporate
Ecology
Politics
Scientific Research"
Hellopolys,2013,"Informative message broadcasting
Marketing & Communication message broadcasting",Corporate
J'apprends l'énergie,2013,"Educative message broadcasting
Informative message broadcasting
Marketing & Communication message broadcasting","Education
Ecology"
"J'apprends, j'entreprends",2013,"Educative message broadcasting
Informative message broadcasting
Training","State & Governement
Corporate"
Plan It Green : THe big switch,2013,"Educative message broadcasting
Informative message broadcasting
Training","Entertainment
State & Governement
Education
Ecology"
Born to be alive,2013,"Educative message broadcasting
Informative message broadcasting
Training",Healthcare
GeoDéfi,2013,"Educative message broadcasting
Informative message broadcasting","Entertainment
State & Governement
Education"
Cap odyssey,2013,Informative message broadcasting,"State & Governement
Politics"
